business_id,review,star
dGhxlcnDVihFBaqJ3yrfMw,worst applebees went friends waitress really rude already two beverages buy food asked third round questioned many drinks said well guess guys another one since bought food shortly received watered jagger bomber waitress came said ready tickets right received drinks basically shoved feel welcomed every applebees never problem one horrible,1
wZukjLaf1V2dLRQap_Zriw,overrated going give place lower totally disappoint definitely better wine ca comment service exception date wrong salad brought corrected situation said something waiter made comment knew ordered still correct situation giving wrong dish busy expect exceptional service good wine list great great deal happy hour good selection issue food got salads mentioned salads small around added chicken mine protein deli meat little issues prices nobody going wine bar expect receive something comparable value worth salad complete dinner worth tip may go back happy hour food,3
g6QPEH9DcbxrQjZAckNMkA,food mediocre service excellent fish tacos chicken wings best late night convieniently near home pricey quality quantity food sometimes dirty overall average,3
ryiuGXkurCl0Me6tmqOtzA,staff rude sauce wings told friend told dine gave take also asked extra sauce cashier rolled eyes,1
OgJ0KxwJcJ9R5bUK0ixCbg,excellent atmosphere good seating fast enough wifi cafe rush hour starts arrive,5
m2QQNcBKeZIFYy16lVMogw,love raising canes chicken fingers sweet tea delicious happy building location minutes away house past times come messed order get together canes,2
pJsJBzOeBIV9pOWMuq-vMw,food great fresh hot could swear san francisco pearl district portland oregon great music drinks clean stop wasting money waterfront ruben sandwich good reasonable steaks brussels sprouts perfect beet salad recomended,5
w4a6TuFWArSc29dB51rPNA,first thanks yelpers wrote great reviews helped us find gem traveling across country long holiday weekend found cleveland ride bad weather fortunately wonderfully brilliant spouse found charming b b around corner ohio city relaxed bit unwound set rain find bar markt glad braved elements sunday monday night amazing happy hour drinks appetizers entrees read cheap great know epecially want travel menu bit started famous sunnyside pizza voted best pizza ohio food network christmas lager great lakes brewing company arugala cesar salad could stopped impressed since sitting kitchen saw several trays dinners pizzas head tables yum heaven looked smelled great pizzas beautiful ohio hangar steak gorgeous brisket looked like buttah frites looked fabulous managed brussel sprouts combo charcuterie barely need home soon would probably stay another day try half menu especially brisket hangar steak good review desire return four stars service waitstaff inattentive inexperienced simply put ignoring table good service pretty clearly foodies please answer questions give us opinion little excited work restaurant serves great food totally fair waitstaff might new business tentative regardless nicking star impressed next visit go order pizza yuengling brisket whatever brace waitstaff regular,4
6tSvz_21BMo3a4GaItwa0g,new go place ayce sushi vegas portions small try variety different things quality fish good would expect ayce place service top notch kid friendly kids charged half price small trinket treasure chest boot back,5
wSojc-y-d7MWiGWdy8deCg,barque serves juicy exquisitely cooked meats delivering subtle harmonious flavours bias towards sweet decidedly safe combination bbq joint last time craved safe bbq,3
iWLNyADtZsORV58bttRrBQ,great pizza great service loved tasty red sauce crispy crust friendly atmosphere,5
svijhRN0hWIHfKb421D1Tg,waste time money finished birthday dinner ask times glass water still waiting birthday cake asking times go,1
mFmmOKdcwFrDqXKaew0ahw,ever way describe food tastes chef gets food streets new york shy name restaurant streets new york food tastes like sure scraped read review maybe change restaurant name streaks pants give less stars possible ordered streets times time delivery little longer expected time ordered thought maybe really busy night suck first time called order told us call different streets send drivers neighborhood explained actually closer location one recommended girl hung found order online figured well know pizza cooked things pizza specifically marked pizza side note seen delivery drivers neighborhood walking dog drive like goddamn maniacs small neighborhood short winding streets sidewalks cars parked tightly children running comes streets delivery driver mph careening around corner almost killing child still hit breaks decide order streets reading tell driver slow bit killing someone dog worth food ok wife agreed never deal streets ever sister calls says hey wan na meet streets dinner paying agree go first bad sign parking lot completely vacant apart sister car second bad sign walk whole place smells like sewer line burst smell bad wife almost vomited way table waitress brought us drinks took orders three sandwiches salad took minutes cook choked sandwich immediately felt sick similar broken bottles gut wife sister paid credit card waitress took card gone minutes mind three tables whole place eventually left table evacuate bowls funny thing bathroom door toilet stall really close toilet bolted sped home wife promptly locked away bathroom another pm happened pm still wishing dead may miss work tomorrow still smell sewer flavored restaurant nose papa johns dominos never messed order always fast friendly fairly priced never made sick,1
PbTh7aX0_yyaXFOXAlhI4A,want drunk food hangover food place looked place websites looked really good europeans living american bodies like traditional irish fair boxty really boxty plate wet cold cabbage little bit corn beef completely covered mashed tater paddy lot reviews commented looks waitresses go somewhere looking hot waitresses hurt hot hold restaurant least nice say staffing almost one girl whole restaurant lunch time serving busing tables table available got cleared last patrons little gross bloody mary irish coffee strong lacking correct flavors black tan like flat bland homeless deviants approach table outside apparent regular customer come harass us fence turn selection best kid rock ambient music yet dissuaded returning seems like could hope place got sort day,3
y2e1DgIUBlERep7hrKz2-w,went looking another restaurant could find parking little weird accidentally got highway trying get parking lot start hostess flat cunt honestly think calling bitch would giving credit server arrive table close five minutes complimentary chips arrive took order nachos recommended try new new mexico red chili sauce food chopped chilies like spicy food took bait admit niceness server almost redeemed cunt hostess food bland however spicy bad good either drove way way find restaurant could find ended instead needless say wo returning cunt front door food left bad taste mouth server reason give arriba second star,2
xsdRrNJuNumvrwoQ2Tt8tQ,getting particular location half battle reviews noted shares parking lot best buy buffalo wild wings chase bank mellow mushroom johnny rocket locations however chipotle despite right next door best buy lot front location longest walk door mention regardless park walk past set dumpsters location offer online ordering great thing days people go however every time order online end waiting longer line online order placed caused wait additional minutes top half hour recommended wait website order website say food ready pick arrive find order even looked cashier look shock face get food instead rushing order put line people standing line longest counted many people going line waited online order staff usually gives free drink keep calm look putting situation standing looking like crazy person waiting food one time happened manager actually ran parking lot apologetic gave coupon free get come back well much chagrin went back time stood line instead ordering online could get quicker register presented free food coupon cashier looked handed back saying buy one get one free coupon want make another burrito legit looked coupon could see buy one get one free showed cashier stood ground asked manager available said going pay need move help next customer left food counter passed coupon group fire fighters standing line well went home promptly chipotle corporate headquarters explained everything within minutes dialogue regional manager contacted branch manager one gave free coupon knew exactly according regional manager personally sent stack coupons free food forced branch manager train staff process coupons treat patrons ok time around went armed teeth coupons piss vinegar went line tortilla guy usual rushed whirl incoherent muttering wanted three burritos meat veggie guy miss beat orders saw coupons actually seemed stoked got cashier looked pissed took sweet time processing charged guacamole mike branch manager saw leaving office told cashier comp guac looked stupid ring burritos chips salsa drinks free charge guac recommend chiptole food good get want way want service particular location stark contrast food sucks quick argue customer manager present yet tuck tales around coupon prepare battle bother ordering online lose forget order make wait longer going line actually quicker regardless long line,2
8J55FMsOXei4Xh1jHSpElw,sauce great times ca really say remember saw restaurant name list thought write quick review portions overly huge small designed make feel full time went food pretty damn tasty service shabby either little confusing ordering food bringing whether clear table keeps five star menu tight concise going stare hour trying decide different dishes remember first time went saw menu thought everything look really good beer selection little weak really hit place movie due proximity theater overall great lunch spot dinner yet absolutely going go back sauce,4
9vkVY5puIHRfKMgJB4LBnw,love bj pun intended restaurant great service fantastic say bj food pretty damn good beer selection awesome really though always feel treated right staff awesome bar tenders actually pretty cool personable even busy anyone read reviews knows good review gon na short sweet bad reviews gon na long descriptive place got formula right great food great atmosphere great people great beer great desserts terrible parking lot best places always worst parking lots,5
-L9TeQN_JgLBvqf9wmsBVQ,place service definitely even friendliness least bartenders stairs anyway,1
u6cONbfnIOBiImu2vjoi9w,food ok great nice patio servers friendly attentive prices ok rather go keg steak quality beef much better worth extra,3
klu0zF1rWAoNAhKPsFyUog,would go four stars love place upstairs dining area one permitted sign indicates food good great last weekend children age allowed area restaurant asked told weekends brunch allowed management sign enter definitely states none age allowed upstairs friend thought one servers hosting brunch maybe allowed case need amend sign advise people weekends patrons age permitted one reasons go restaurant avoid noise disturbance children hope one definitely deter us friends going weekend,3
X8c23dur0ll2D9XTu-I8Qg,worst club ever front guest list line still wait whole hour get damn place girl heels miserable get lines disneyland finally made sit standing long heels problem place sit stairs open floor hell kind club tried sitting edge booth immediately got kicked seriously dont want girls like club dumbest place ever huge ego something hype way fun anywhere else,1
BOD0yRkakyxXzJmbVVAxSA,dang bummer atmosphere great adorable please waste much money food sub par priced,2
TK4nUh28mp1rJAgA3hQCUQ,went past weekend friends birthday ordered shrimp grits first bite knew day old grits ew degrees outside want jack daniels little chilled beware pay frozen free water request rocks,1
LIxNfkk9vgPikLh1W-5f8w,feels like hired staff without hospitality restaurant experience whatsoever drinks bar evening tried breakfast next morning terrible wanting nice experience great service may place,2
-6tvduBzjLI1ISfs3F_qTg,hate paying food good nice vibe paying food ok,2
8YJOMfdnk42v3PvpkDxJGg,know place really sticks among mexican restaurants one food fresh entirely handmade second tasty salsas sauces fantastically spicy smoky many dishes vegetarian friendly written made special point telling us would much possible accommodate us essentially made us entirely new dishes definitely recommend,5
Noi53T0PWNEN9mQRS3-Ncg,spoiler go drive great find last night culinary fiasco food fresh fast delicious even salsa great tasting coffee smooth delicious well crew super busy friendly helpful sat outside ate surprised witness car accidents drive traffic insanely busy get lot car hanging straddling bike right lane staff seems super job taking orders delivering orders car side however,5
JzOp695tclcNCNMuBl7oxA,search great gluten free place ended rest party wanted beer little hesitant know brewing many selections place kinda cool huge fans going temperature comfortable waitress actually knowledgeable gluten free great even asked first allergy lifestyle choice fair question btw anyway ended popper burger onion straws fresh sautéed jalapeño onion straws cream cheese served bed lettuce onion tomato instead fries side salad first need say servings joint huge astonished plates coming kitchen oh woodchuck cider tap another quick pleaser finally burger arrived amazing joke combo flavors great idea kind meat fantastic quality cooked perfection medium rare think honestly say may best burger ever price appearance flavor yes yes outstanding left full belly desire go back asap excellent burger choice good gluten free,5
7sPNbCx7vGAaH7SbNPZ6oA,finally stopped bachi burger experience everything people raved everything started great assorted pickles oxtail chili cheese fries fried egg top truffle parmesan sweet potato fries pineapple ketchup server seemed rough day messed order several times forgot bring coffee ordered asking separate occasions decided go shogun burger bachi premium burger wagyu beef prepared medium foie gras unagi asian pear arugala something taste right beginning server never even came ask everything seemed way busy even want bother despite fact sitting bar right front halfway burger deconstructed find wrong realized beef issue cooked dry completely flavorless spoke manager came table unpleasant manner said would take care upon returning informed us kindly removed entire bill sounded great turned dry flavorless burger told would suffice informed since eaten half burger could offered make new burger full price told completely inappropriate went back showed burger chef arguing plain sight allowed see hear everything saying told comp burger disgust brought bill back threw front us walked away without saying word saying typical day bachi burger absolutely disgusting behavior burger bad meat flavorless patty thick burger king whopper patty definitely restaurant quality especially since burger ordered thick juicy correctly prepared flavorful patty top bathroom complete mess looked like food possibly human excrement ground floor nearly vomited sight despite would expect experience would give place another shot would recommend others many options menu end handled bill correctly comped burger completely ill prepared handling situations server seemed overwhelmed busy completely inattentive kind compassionate apologized repeatedly quality food patron argue case burger restaurant mistake take care happy restaurant brings happy patrons spend write great reviews,2
dxeu5YQIzw0jOp1cSVkimg,went fairly late night everything flavorful fresh service little slow regardless service terrible go back complaints food menu,4
h6Y1-KfN2XBkcrV85CS8yg,great place love vegi plate popcorn always yummy tuesdays burgers beers service always good,5
oWD385Ues-RWJmhP_Riz1g,always nice gluten free menu section executed poorly pancakes cooked barely solid waiter know never asked fact never said anything rest food home fries unseasoned eggs hot friends pancake lemon blueberry gluten free liked going back service made feel uncomfortable,2
yuwmVUmsFVawe4zxnWZfNg,samar owner rude mom visited chicago thanksgiving messed order called back hung face due place busy mind left restaurant minutes one brother used manager see left place great guess knew good never back period customer service trumps,1
q7zN2YFdNvi5mtg3uJ7tLg,place got two stars manager server worst ever ask water three times really rude bringing back flag third time coming table manager nice would left,2
G7LYpILnHveyvbg3sJePPw,went around pm friday food nice place overall received drinks wait hour poutine burger waiting saw people leaving thank god hungry,2
WbJ1LRQdOuYYlRLyTkuuxw,absolutely hate driving south end area love love love place biscuits right great service time bit wait case decent restaurant edit still love food restaurant however try pay cash remove star used particular credit card used particular card within weeks several fraudulent charges grocery stores necessarily accusing anyone say waitress went way back coming back receipt sign use cash,3
JU7xlxQ4PMl5gAUkPk4uDw,grew ohio moved away short back back town holiday season office decided try office bistro food delicious baked lobster mac cheese recommended glad knew drinks good atmosphere pleasant people friendly specially server prompt complaints thanks carrie would come back visiting,4
yNVcnSaMSrTmjJBMrHTy9w,go atmosphere hang friends chat endless house wine whatever reason friends get kick eating every stop last trip middle last month bunch us stopped dinner food really average decor cool location really popular go make reservation ready crowds ordered veal marsala veal tender cuts meat might expect instead chewy chewy veal come like drinking endless house red wine godfather glasses reason go,2
Qihead6oTtWCwde3TBqlGg,walked joint couple times day decided go breakfast claim best pancake america well really good everything else average pancakes man,4
HhVmDybpU7L50Kb5A0jXTg,pleasure eating guy vegas kitchen bar food amazing highly recommend triple fries white truffle cream dip die glad live vegas would dining guy every night,5
wuEJ2XIM97g9iIhDRQYoYA,never thought would try sushi several trips real sushi fan friend sold really adventurous salmon good hot tea satisfying servers nice great place meet friends lunch options interested trying sushi,5
WeKF3N1MK0eJQmZdxPL9pQ,went brunch yesterday hoping order usual veggie omelette strawberry crepe chocolate however stop serving omelettes hard time finding replacement ended getting veggie plate marche set like supermarket certain food stations crepe pizza omelette veggie grilled etc stop stations order swipe card pay way location actually inside business complex brookfield place surrounded various stores restaurant put tables food court style building outside restaurant far favorite location,4
2auigv5pF08RjJ8CL1dIVw,went sunday brunch bit hurry service fast server friendly food good eggs benedict asked replace bacon salmon accommodating think place bit overpriced especially brunch,4
eGTAC8EzcHiYnnZ52tijiQ,yummm love stoney never meal pleased servings huge impossible finish mainly food tasty difficult keep eating would definitely recommend stoney,5
mLjDh0vQYBCY6g9T1HczVw,porter good hostess rude would seat tbe window people alone seated near window server nice pretzel tasted like frozen pretzel u could pick local grocery store cheese dip okay,2
Zrx25j1M794Nh8fUGB8E9A,frequenting tgi fridays restaurants years able eat one around six months last weekend opportunity eat one surprised recent tgi fridays policy changes order cheeseburger want change swiss american cheese vice versa dollar upcharge found changes add ons dollar upcharge want extra sauce dollar upcharge understand raising menu prices due inflation food costs unnecessary upcharges seem bit much lot similar restaurants genre tgi fridays keeps business getting customers awhile family willing walk back tgif restaurant,1
P7pxQFqr7yBKMMI2J51udw,ok lets keep perspective want great dining experience place want big menu choose nope want great burger place yes bit expensive hey vegas gold standard fantastic put ketchup eat way comes could used bit bacon knit picking great burger expensive samuel smith organic apple cider great way top,4
NYf9TKBKPpa1wkA_uwIlfg,weary times love great local organic food simple menu need much serve good bad breath burger deliscious great vibe inside well low lighting cool interior decorating good selection beers tap well getting dinner weekend especially expect wait long time unless arrive early,5
FogTa-wmjhVnJCoTiaxvZA,great date spot wife love bruschetta wine deal,5
0gXYLVPNWz0WT8wXQVpS0g,dc ranch market street location wife kids town visiting friends seen awhile brought us choices restaurants usually spot though must say herb box huge disappointment apart slow food movement expected thing slow service smiles shopping center stores closing left right smile go long way instead ignored hostess finally deciding realize waiting table excused locate us place sit patio mind saturday patio empty sign times food service returned minutes later surprised see us still waiting table attitude towards us young children us appalling star michelin restaurant serves dinner year olds manners better food also nothing exceptional panini take minutes people restaurant except wannabe socialites sitting bar patio side would definitely recommend restaurant anyone shame herb box probably next store close dc ranch market street shopping center,1
WXd7r6Yvjxhyo1L6R3lQMA,bouncer let valid id beware,2
0vdw9E5zzYDNsW_smjBmHA,place one favorite places go chandler el sol cafe reminds cheers everyone knows name lol literally making feel apart community staff always friendly food consistently fresh delicious anything order definitely meet needs,5
Qh8EERpaVfgYRCnvxCtk7g,stopped dinner impressed look anything lake location waitress attentive sweet relatively quick used every single pet name sweetie honey etc etc known mankind menu one plastic sleeve things somewhat sticky know big deal reason week later sticks even draft penned glassware seemed outdated never notice things like glassware etched mind anyway order wings hot somewhat bland flavor good crisp carrots served bendy sitting somewhere humid way shrimp tacos next served flour tortillas coconut rice found bit slimy overly sauced coconut rice sweet dry come back charlotte skip place clean saw visited bar area heard live music walked another night,2
bKrQEKxC9S5k-oz5VKiNVg,quatre étoiles bien méritées pour ce sympathique restaurant montréalais à la décoration léchée et aux assiettes délicieuses ai mangé les meilleures frites été donné de goûter délicatement assaisonnées aux herbes en accompagnement douzaine au tarif honnête été séduit par les boulettes de bourguignon attention la carte change régulièrement bien que apprécié une assiette plus généreuse compte tenu du prix facturé et des portions habituelles trois boulettes pour taxes en sus en revanche les croquettes de pommes de terre commandées en accompagnement quelque peu déçu une belle découverte,4
64dfRmMmUsOdLnkBOtzp4w,convinced family eat place trying drove phoenix visit cousin felt weird sort pressure eating vegetarian ingredients fresh nice make conscious effort support local farms ordered vegetable taco grilled corn order fries way tacos brought little awkward multiple tacos tightly fitted silver taco tray wait staff pluck choice brought around mine seemed stuck tray somehow ended leaving heap fillings behind finally got plate anyway fine big certain grilled vegetables zucchini squash chunks corn wished simple traditional taco beans instead meat still light seasonings good corn cob really good something like eat fries came really great dipping sauce also ordered agua fresco honeydew believe nice refreshing things considered give place favorite mexican eatery means probably better ordered something meat,3
jf_h_Y8iNaduXJvpgLRPng,one time favorite wing places comment wings nothing else since ever ordered wings reason giving stars wings good place clean organized servers lately ever since remodel takes forever get even menu sit bar finally takes another come back recommend try patience,4
3-aEgS7X2jrbxA7sA1nARw,food great always fresh tasting authentic churros probably best ive long time plus tuesdays cent margaritas,5
zrTGcb83AsfyVTMrsCa65A,burgers fast food place nice atmosphere food left much desired,2
L2iT7pipc455Tgpbo35_mw,millers night live music new lounge area food wicked steven one chefs make amazing food favorites chinese take burrito new og burger burrito awesome atmosphere doesnt draw annoying college crowd,5
BGoh78jgne5RLAz0YY54Ng,would give place stars could terrible service tiny portions compared star restaurants stc vaughan service setting orders wings separate flavours people given incorrect flavour cleopatra pretty distinct flavour notified manager said sorry smile insincere mention smug offer partially compensate offer switch wings even compensated coke portions tiny ordered fries basket came even full never give money restaurant mediocre food horrible service pretty sure guy rated give care assist incorrect,1
ioJpupDt2Wm-DHw9H8Q9Mw,great place watch favorite game food tastey staff friendly,4
Wo15-_WjpjO2_ffTeyUGIQ,sat bar music sound tvs asked second time music turned sort low sounding reggae think could barely hear food happy hour menu cuba libra enjoyed sample food might come back sure yet,3
iT0YmSRHLJbGgG_4aGzfdg,ordered breakfast sampler served warn hot forgot pancakes food awful coffee really weak service ihop la way better never eating visiting vegas,1
xJ8KByAD9p-laEmW1to_vQ,drinks really good food alright promised lots ass play celebrity sorely disappointed,3
n6GEL5PDQ3ZvZ5HtxIhGFA,well finally checked la pizzetta mcdowell mountain ranch pizza good good thin crust pizza skimpy ingredients skimpy felt wo go back bad awesome like eat pizza week place walking distance live pizza made basha better pizza better value larger ingredients maybe max see la pizzetta make mmr fault bad,1
tUjyGFSN8wQqLgKp5Q0CUA,nice place great service chef stand every table explaining details plates prices oysters good,4
g8OnV26ywJlZpezdBnOWUQ,place unbelievably delicious smoked salmon benedict die beyond yummy folks party scrambles french toast bf chicken waffles anytime vegas sd sure pay hash house visit prepared wait hour table patrons sit forever service slow due mainly preparation size food,5
drpzuRdT2xZql-wJhTC3gg,place consistently disappointing live area several times today taco shells ice tea cashier tell manager forgot order chips salty eat chewy crispy keep inside temperature ridiculously cold actually comfortable eat outside love chipotle location disappointing,1
intKyiipUlHDWi_chv0f3A,lived nyc years honestly say best food ever twice short ribs tonight completely sublime also scallops corn succotash really world prices beyond reasonable quality absolutely top notch ambiance decor elegant yet cozy warm favorite restaurant cleveland far,5
oXoVJ0xKv82cBo9U6oEjlQ,like leave bad reviews much first one looking late night meal decided check therefore seated bar bartender leaving shift informed bartender bar would take placing order never received help motioned bartender several times ignored every time could maybe understand bar incredibly slammed bartender alone people bar mostly drinking getting attention politely asked manager disappeared minutes told entire meal covered sincerely appreciated would ordered food perhaps another drink service finally would left healthy tip aside service food slightly average drinks even service excellent likely would returned based food alone,1
xImiQIhC2ZBDEy7LhpQ4nQ,simply best airport meal ever servers go way explain every item menu make dining experience always wanted airport stuffy anything super hip cool atmosphere open faced steak sandwich delicious blue cheese potato chips genius,5
PVTfzxu7of57zo1jZwEzkg,search tasty burger mushroom burger wonderful bun elevated next level salad drowning dressing service next time take togo,4
Trbt0Ex85yvwT8DHoEFCvg,food bad generally cheap expected get pay apple pie dessert quite good service waiter especially considering left handle quite large section sat patio nice got experience thunderstorm stood check received check noticed restaurant automatically added gratuity makes even sketchy party three got final check card swiped empty line gratuity mention already paid tip people paying attention would end tipping top even larger amount actually spoke hostess seemed blatantly dishonest confirmed set system easy way rip customers aware,2
wArcCMVnrl_tc9MULW-0CQ,wow one worst brunches ever wife arrived shortly opened today seated person table wobbly know kind put sugar packet underneath proceeded food first little taken aback ordinary prime rib carving station instead pork loin slices gourmet meat station pepperoni deli meats single cheese cubes crackers omelet egg stations grits runny cold scrambled eggs either powered carton eggs also cold assorted baked goods mainly little muffins swore lil bites sausage links shriveled omg kidding everything cold would question whether testing food temperatures favor avoid brunch person expected lot better felt like fleeced stick brunches fish market baxter village waldhorn sunday brunch,1
pH0BLkL4cbxKzu471VZnuA,finished wow service great good amazing could go another round roll kobe beef top get one,5
mt9mrG8wALTzD3YYGim3mQ,husband decided try place first visit pittsburgh initially attracted looked really nice outside decor inside nice host seated promptly server quite promptly well nice husband ordered chicken wings fries pickles ordered ribs food reasonable time husband enjoyed choices unfortunately ribs way done barely able cut took little server back could mention issue mentioned apologetic offered remade nice decided shortly thereafter manager came asked problem explained well courteous end removed food bill without hesitation overall experience terrible food stellar going drinks definitely nice place nice atmosphere good customer service three stars strictly due food experience,3
U3qe9h6I0zL2_C5m3-p1gw,could possibly say place already said food always great along staff mostly mean someone inside knowledge understand men bathroom falling understand owner say understand owners dishwashers woman owner drugs handy man keep around rob blind knew stuff thought share foodie many foodies believe see sure counter drugs either ba,1
D-2t7fHQu6hNLjjfRHSZaA,jason great bartender best ever awesomeness fast kind really cool,5
OhTsSYXoD4Poc14JrjIhBw,best place pizza anda beer north nice lounge family friendly italian food prices good,5
ynKAUSYi3c8M-rkVJI1PcQ,love place never anything wasnt totally loving hope place never changes food good italians eat past era feel,4
EV1jAj7NFNmNIqOnwZ4Acw,copper blues always awesome music live playing speakers food matches excellent salads wings everything prepared beautifully seemingly fresh ingredients plenty seating never trouble getting seat love place,5
_WvEXsx2eZ53lTWHlIx9kg,awesome happy hour well crafted drinks love old fashion juan favorite bar tender pork belly sliders delish shishito peppers great atmosphere,5
OQggqcQglU-lHY3rY-8Lhw,great drinks bartenders super friendly helpful gave lot suggestions told us favorite dishes sandwich pbblt okay friend turkey sandwich cheeseburger looked really awesome got side veggies delicious love open local feel industrial touch,5
K-uQkfSUTwu5LIwPB4b_vg,often feel higher priced mexican restaurants overrated go expensive go filibertos mission took mexican food another level maybe ginger cilantro margarita flights tequila made taste good taco guacamole heaven mahi sweet potato pork shoulder tacos extremely unique delectable loooooved salsa served side two different reds amazing well waitress suggested corn grits sides somewhat annoyed persistence us order happy listened grits seem mia breakfast spots az east coast never problem finding surprised see dinner excited know chipotle spiced grits good corn mouth watering realllllly hope soaked butter tasted awfully yum yummm got expresso soaked churros dessert love overly flavorful looked kind sad however fried bananas die came peanut butter mousse made catch breath back patio nice except seated next huge fan bleh kind ambience killer food made,5
-BxWyEIQ6wypT-37MzZizQ,decent salads sandwiches forgot put dressing salad greens veggies really fresh almost miss dressing asked side hummus okay artichoke dip really unique like spread chunky liked lot definitely expected drinks small pours eh hate dark get sun intense az soon direct light dissipated opened shades often live music usually improvisational jazz bonus points last leasts love local unique artwork featured walls happy live close happy hour soo came back edit review mention take american express hmmm random whatevs another card anyway,4
dIqMQYs6tmowQUygS8sQ6A,coffee smooth strong crepes good salads huge made fresh mixed greens happy place open late night weekends,5
cz5vz-893D3LNH3TMQYR1w,love rebar tons friendly people almost always make new friends come drinks always flowing food always good favorite dishes black bean burger jicama comes wings grits shrimp definitely good place vodka options comes wine,5
-Ht7HiGBox8lS1Y8IPjO8g,lamb lettuce wrap plate big enough meal delicious waiter forgot appetizer brought food first said unnecessary bring point brought anyway comped us,4
aMF8cG445ONPRKBsBYqofg,look place rocks coffee first must get meal maybe min got french toast waitress said brewing fresh pot suppose little late expect coffee ready go offered cup go paying bill made anyway food perfectly prepared well thought flavor combinations unique ingredients french toast made challah bread probably best french toast ever offer pure maple syrup also bird say wow complaint huge felt need finish every last delicious bite could definitely split omelets french toast willing friend spouse husband got benedict portabella mushrooms equally delicious mushrooms tasted marinated roasted time slightly taste pair w saltiness egg creaminess hollandaise sauce,5
3C5Z9homtzkWHouH2BHXYQ,came sunday overly hungry luckily everything made la carte priced fairly shared chorizo meat balls friend came pile shredded beets sauce sweet savory leafy bites cilantro often find anything chorizo salty right especially sweet sauce pairing healthy option get lettuce wraps instead corn flour tortillas seeing abundant amount free chips salsa miss lettuce perfect free salsa chips also came three smaller unique tasting varied flavor awesome variety top great food service atmosphere amazing loved high ceilings stained glass huge rustic chandelier beautiful well kept bathrooms definitely back,5
N5B7OBTyNGgwU_Y2fwNcyw,love place great food great ingredients churchill breakfast dish one delicious plates phoenix husband loves bagels say macaroons worth got persimmon flavored one tasted like butter sugar enjoyed every happy hour fantastic,5
FMnH5WIRLyexBYMBUUnDxQ,crab cakes best little expensive worth customer service good good selection wine crafted beer,4
lU0OdZrzNmLuU7SGvONYiQ,im applebees server great order new special appetizers one brisket nacho looked like someone started eating spoke manager tells way look really dont think wo come back,1
TVqlHgjFdd9vuYZLbu9S9Q,came brunch friday morning sat patio relaxing food good french toast fruit side sausage farm sausage cooked perfectly,4
K7fip0nDFFdCC7OCnNOotQ,great place drinks view bellagio fountains behind drinks last monday friend around cover crowds able get seating lounge area later bar,5
Cni2l-VKG_pdospJ6xliXQ,kobe burger sweet potatoe fries glass wine good burger fries ok wine busy think server spent little time patron think lamb burger blt better,3
RJNAeNA-209sctUO0dmwuA,excellent cheese curds good menu burgers great drink selection service good way ordering bar hassle larger parties kids worth checking,5
YgBQEX8dB27FdYj7PaPhPw,fan half time go half time consider never coming back reasonable decent beer selection service salmon burger good bluegill usually bad mussels pretty good different spin usual broth,3
ZEL8SF4BCqYgHyDyDxEUBA,good baked goods veggie hash good bbq pretty bland would recommend great variety menu fun server nice also slow,3
YNDxeeRUARbd8GRnscJSvg,amazing restaurant went celebrate husband bday wait staff friendly made surprise giving husband free dessert happy bday message great vegan menu would definitely recommend,5
24UDZTAMDUaugpkchFk60w,great service ordered rare strip steak served ordered one perfectly prepared years us ordered something different pleased fried onions outstanding,4
7mU3l5VjH1IxsXcxBxUblg,fiance tried emilianos whim trip pittsburgh food top notch shared beef chimichanga awed fresh cheese sauce freshness meal service extremely quick barely ordered food delivered table since left pittsburgh trying find restaurant michigan compares,5
8J55FMsOXei4Xh1jHSpElw,though sauce greatest restaurant certainly one best north valley casual environment relaxed atmosphere combined great food makes local favorite prices fair maybe little high portions fairly large well sauce certainly go restaurant trying stay north phoenix area spend extra minutes driving towards central phoenix bound find something much better sauce perfect dinner movie date near norterra location,4
HsrJucuS83bt4NTCWNxILw,recently extremely disappointing visit legends girlfriend decided give shot late night service absolutely astonishing astonishing sense realize service could dreadful host took minutes greet us since chat buddy patio cigarettes point got worse waiter legitimately even speak us throughout night apparently mastered art communication animal groans head movements worry meal less since got tip figured would least help buy smokes decent food uncomfortable atmosphere cringeworthy service,1
kLTpxsoIhTaj1v6pYVyyiQ,oh let add months ago friend went yes believe giving places second chances must say food taste pretty incredible inhaled guacamole deelish friend went back home threw spent night bathroom may experiences plain awful,1
F-PmkzyN80fVcNMN8Z2aiw,long time yelp user first time commenting felt obligated comment bc worst service ever please go bad,1
GIfZNMP0oIJCje_Xp0Bgrw,crispy chicken wing confit tasted good fell bone dry gnocchi really gnocchi instead shell pasta make house tasted good gnocchi let write cc run later pos system,2
5_MrPFw9E0cMJ1Q0DJFZOQ,despite delicious steak salad waitress extremely short beginning tried charge us salads ordered one politely said thought mistake said oh snatched check returned us without word,2
qJLMG55i5yVOIBgktZK5uA,limited menu watching salt intake place go,2
